engine_id,cycle,op1,sensor2,sensor3,sensor4,sensor7,sensor11,sensor12,sensor15,rul
7,158,0.0004,647.93,1604.01,1414.02,550.58,49.87,514.86,8.692,51
7,159,0.0005,648.5,1601.37,1419.91,550.42,49.72,516.81,8.7471,50
7,160,0.0006,649.14,1601.87,1416.46,550.32,49.56,515.54,8.6657,49
7,161,0.0005,647.58,1600.5,1415.74,550.29,49.69,514.5,8.686,48
7,162,0.0002,648.6,1604.97,1416.16,550.09,49.96,515.89,8.7787,47
7,163,-0.0002,648.5,1600.56,1416.85,550.76,50.08,515.53,8.6827,46
7,164,-0.0006,648.83,1600.23,1417.8,550.72,49.86,516.18,8.7129,45
7,165,-0.0002,647.66,1603.68,1414.36,550.55,49.54,515.37,8.7261,44
7,166,0.0006,647.83,1603.09,1411.28,550.43,49.93,514.32,8.7458,43
7,167,-0.0,647.97,1597.23,1416.03,550.79,50.03,515.35,8.6851,42
7,168,0.0001,648.31,1598.95,1417.79,549.6,49.53,513.83,8.7596,41
7,169,0.0001,648.13,1598.7,1413.29,550.04,49.99,515.1,8.8619,40
7,170,0.0006,648.89,1602.42,1414.55,550.43,49.99,514.86,8.7311,39
7,171,0.0007,647.17,1600.73,1412.88,549.7,49.77,513.97,8.7908,38
7,172,0.0,648.45,1602.59,1411.0,550.4,49.99,514.73,8.7426,37
7,173,-0.0001,648.44,1601.84,1418.1,550.14,49.71,514.87,8.7522,36
7,174,-0.0006,648.57,1601.25,1415.55,550.05,49.8,514.23,8.7641,35
7,175,0.0,648.9,1601.19,1414.87,550.24,49.49,513.66,8.7587,34
7,176,0.0002,649.06,1602.95,1423.87,549.68,50.29,514.66,8.7367,33
7,177,-0.0006,648.27,1600.99,1413.4,550.0,49.76,515.44,8.7392,32
7,178,0.0005,647.95,1597.59,1414.94,549.63,50.13,513.66,8.7175,31
7,179,0.0001,649.2,1604.95,1420.18,549.86,49.91,514.35,8.8055,30
7,180,-0.0005,647.86,1604.44,1418.94,549.92,49.69,514.13,8.69,29
7,181,-0.0007,648.7,1603.8,1416.56,550.14,50.13,515.02,8.7814,28
7,182,-0.0005,648.93,1607.42,1416.65,550.32,50.14,514.12,8.7321,27
7,183,-0.0003,648.85,1608.45,1422.9,550.42,50.2,513.74,8.8116,26
7,184,-0.0007,647.44,1604.15,1419.68,550.38,50.24,516.96,8.7847,25
7,185,-0.0001,648.82,1605.88,1421.36,550.39,50.32,515.27,8.8329,24
7,186,-0.0,648.97,1603.81,1417.27,550.01,50.15,514.1,8.7786,23
7,187,-0.0001,649.6,1603.25,1416.12,550.3,50.34,516.35,8.7523,22
7,188,-0.0002,648.78,1602.37,1417.51,549.56,49.96,514.34,8.6993,21
7,189,0.0,649.29,1600.68,1416.27,550.27,50.2,517.08,8.8055,20
7,190,0.0004,648.68,1600.65,1422.19,549.79,50.35,513.78,8.6994,19
7,191,0.0003,648.93,1605.39,1420.74,549.4,50.19,515.76,8.7803,18
7,192,-0.0002,649.88,1604.69,1419.86,549.64,49.84,513.66,8.7536,17
7,193,0.0004,649.5,1602.35,1417.24,549.97,50.51,513.56,8.7232,16
7,194,-0.0004,649.23,1603.28,1424.47,549.95,50.5,512.25,8.7449,15
7,195,0.0004,649.82,1602.38,1421.56,550.23,50.03,513.66,8.7627,14
7,196,0.0007,649.46,1603.37,1416.68,549.64,50.37,515.56,8.7439,13
7,197,-0.0004,648.66,1602.01,1416.05,549.75,50.52,514.27,8.893,12
7,198,-0.0006,649.48,1602.12,1419.21,549.16,50.45,513.67,8.7852,11
7,199,-0.0003,650.76,1604.4,1420.22,549.43,50.94,513.12,8.7744,10
7,200,-0.0005,649.98,1605.37,1419.97,549.96,50.35,514.12,8.8817,9
7,201,0.0002,649.91,1599.28,1425.43,549.57,50.18,513.77,8.836,8
7,202,0.0006,650.07,1602.64,1419.54,549.62,50.28,514.47,8.7905,7
7,203,0.0004,649.43,1605.08,1417.55,549.56,50.26,512.9,8.7724,6
7,204,0.0004,649.52,1605.64,1420.25,549.36,50.04,514.74,8.8359,5
7,205,-0.0001,649.19,1607.04,1419.51,549.21,50.59,513.56,8.9036,4
7,206,-0.0006,649.75,1602.99,1420.61,549.57,50.1,514.04,8.8819,3
7,207,0.0006,649.54,1605.3,1425.18,549.09,50.53,515.23,8.7765,2
7,208,-0.0003,650.24,1606.35,1421.58,549.37,50.49,514.14,8.8382,1
7,209,0.0002,650.42,1601.63,1425.97,549.79,50.68,514.02,8.8002,0
8,1,-0.0001,641.31,1592.5,1397.41,554.31,47.54,522.09,8.3322,287
8,2,-0.0004,641.87,1588.64,1394.85,554.15,47.3,522.07,8.3709,286
8,3,-0.0001,642.37,1589.5,1400.52,554.46,47.75,520.68,8.3024,285
8,4,-0.0006,641.84,1587.42,1398.4,554.03,47.52,522.62,8.3115,284
8,5,-0.0004,640.83,1590.68,1400.59,554.34,47.39,520.28,8.3254,283
8,6,-0.0004,642.68,1591.13,1403.5,554.62,47.64,522.42,8.2534,282
8,7,0.0003,642.12,1586.34,1400.36,554.43,47.73,520.22,8.3706,281
8,8,0.0006,642.18,1588.67,1399.4,554.57,47.34,520.46,8.3333,280
8,9,0.0001,641.68,1589.7,1398.91,554.32,47.17,522.68,8.3879,279
8,10,-0.0005,642.38,1592.21,1400.91,554.48,47.17,520.33,8.3476,278
8,11,0.0006,642.29,1591.21,1405.17,554.06,47.46,521.63,8.3143,277
8,12,0.0003,641.65,1588.21,1400.2,554.14,47.46,522.37,8.3602,276
8,13,0.0002,642.38,1590.76,1395.4,553.55,47.47,521.24,8.4046,275
8,14,0.0005,642.24,1591.11,1411.13,554.52,47.76,520.36,8.3535,274
8,15,0.0001,641.83,1590.59,1404.23,554.16,47.41,521.26,8.3228,273
8,16,-0.0006,642.64,1590.43,1400.54,554.14,47.78,520.11,8.3628,272
8,17,0.0001,642.95,1589.78,1404.69,554.7,47.85,521.91,8.2604,271
8,18,-0.0004,642.14,1588.65,1402.9,554.11,48.08,520.54,8.4253,270
8,19,0.0004,642.52,1591.09,1396.89,554.07,47.68,521.9,8.3338,269
8,20,0.0006,641.96,1592.26,1401.32,553.99,47.73,521.37,8.2853,268
8,21,-0.0006,643.05,1592.45,1404.84,554.06,47.77,521.61,8.394,267
8,22,0.0002,642.87,1590.52,1398.76,554.48,47.65,520.58,8.2734,266
8,23,-0.0004,642.63,1588.34,1402.52,553.94,47.99,519.9,8.3737,265
8,24,-0.0002,643.13,1590.2,1400.09,554.16,47.44,521.62,8.4527,264
8,25,0.0004,642.8,1592.93,1405.54,553.96,47.83,521.97,8.3849,263
8,26,0.0002,642.1,1592.61,1399.39,553.8,47.12,521.34,8.3349,262
8,27,0.0005,643.13,1594.17,1405.16,554.02,47.39,522.09,8.4575,261
8,28,0.0006,642.34,1592.68,1398.03,553.75,47.41,520.18,8.4027,260
8,29,0.0007,642.88,1590.05,1409.02,553.55,47.63,520.42,8.3044,259
8,30,0.0007,642.95,1589.54,1400.87,553.21,47.72,519.74,8.378,258
8,31,-0.0006,642.21,1591.96,1406.96,553.65,48.12,519.99,8.3639,257
8,32,0.0,641.22,1594.07,1404.98,553.96,47.68,521.2,8.3423,256
8,33,0.0003,642.84,1589.48,1401.96,553.88,48.01,520.49,8.3754,255
8,34,0.0001,642.85,1592.94,1407.06,553.86,47.65,520.77,8.4719,254
8,35,0.0003,643.47,1593.06,1405.25,553.41,47.96,522.07,8.3588,253
8,36,0.0006,642.85,1589.94,1399.93,553.52,48.34,520.8,8.4026,252
8,37,-0.0001,642.24,1593.13,1397.5,553.96,48.01,522.05,8.355,251
8,38,-0.0002,643.1,1588.1,1400.99,553.16,48.1,520.58,8.2766,250
8,39,-0.0004,643.09,1592.61,1395.63,553.52,47.95,520.02,8.3248,249
8,40,-0.0002,643.57,1590.84,1403.44,553.05,47.62,521.16,8.4103,248
8,41,-0.0001,643.84,1590.65,1405.6,553.7,48.1,521.48,8.4071,247
8,42,0.0004,643.71,1593.05,1408.19,552.97,48.0,519.98,8.4827,246
8,43,0.0004,643.79,1598.54,1409.83,553.61,48.28,521.31,8.4082,245
8,44,-0.0001,642.87,1592.16,1407.88,553.6,47.59,520.81,8.3636,244
8,45,0.0003,643.5,1589.76,1404.87,553.33,47.81,521.4,8.433,243
8,46,-0.0003,644.08,1590.72,1409.19,553.4,47.78,520.68,8.4377,242
8,47,0.0002,643.58,1591.19,1401.72,553.09,47.81,521.02,8.3738,241
8,48,0.0002,642.42,1592.9,1400.4,553.72,47.85,519.28,8.4453,240
8,49,-0.0002,642.89,1593.31,1403.93,553.75,47.79,519.52,8.4427,239
8,50,0.0,643.81,1590.97,1402.71,554.19,47.85,521.01,8.4369,238
8,51,0.0005,643.43,1591.47,1408.24,553.46,48.03,519.21,8.4317,237
8,52,0.0007,643.78,1594.05,1406.31,553.79,47.99,518.35,8.4087,236
8,53,-0.0004,642.8,1590.45,1402.93,553.46,48.19,520.98,8.2971,235
8,54,0.0002,643.22,1592.4,1403.09,553.45,48.03,519.32,8.4999,234
8,55,-0.0001,642.6,1592.68,1406.64,553.6,48.1,519.72,8.3903,233
8,56,-0.0005,643.4,1590.33,1402.19,552.85,47.87,520.2,8.4342,232
8,57,0.0006,642.41,1591.39,1404.08,553.06,48.0,520.66,8.3543,231
8,58,-0.0006,644.58,1591.23,1403.67,553.34,47.94,521.15,8.3042,230
8,59,-0.0002,643.19,1592.71,1404.35,553.44,48.22,520.3,8.3704,229
8,60,0.0005,643.09,1593.74,1403.56,553.54,48.39,517.39,8.4317,228
8,61,-0.0,642.65,1591.92,1412.15,553.41,48.06,520.15,8.3924,227
8,62,0.0003,644.51,1593.04,1405.77,553.2,48.06,518.9,8.4338,226
8,63,0.0002,643.18,1594.47,1405.19,554.07,47.94,518.33,8.5157,225
8,64,0.0005,643.71,1590.4,1406.54,553.33,48.14,520.91,8.3727,224
8,65,-0.0,644.44,1593.69,1398.4,553.33,48.44,519.84,8.4444,223
8,66,0.0003,643.64,1596.06,1405.62,553.56,47.98,519.62,8.5108,222
8,67,0.0006,643.34,1591.69,1401.4,553.34,48.0,519.91,8.457,221
8,68,0.0002,643.28,1593.46,1407.34,553.63,48.32,520.06,8.4734,220
8,69,0.0006,644.07,1593.35,1405.88,553.13,47.99,519.75,8.5297,219
8,70,-0.0002,643.92,1592.32,1402.0,552.88,48.35,521.69,8.5126,218
8,71,-0.0003,643.12,1592.12,1407.62,553.26,48.1,518.81,8.4741,217
8,72,-0.0005,644.05,1594.59,1409.13,552.72,48.22,518.59,8.4445,216
8,73,-0.0006,643.73,1588.38,1403.23,552.92,48.22,520.93,8.4138,215
8,74,-0.0002,643.45,1596.39,1410.61,552.49,48.26,519.2,8.3049,214
8,75,0.0002,643.18,1597.71,1408.37,553.17,48.36,516.38,8.4391,213
8,76,0.0002,642.93,1589.46,1409.84,553.03,48.3,517.76,8.4163,212
8,77,0.0006,643.81,1591.91,1409.85,553.14,47.97,519.1,8.4784,211
8,78,0.0003,642.51,1592.72,1403.42,553.11,48.94,520.19,8.5942,210
8,79,-0.0007,644.3,1595.84,1409.11,553.04,48.1,521.28,8.4932,209
8,80,-0.0006,643.33,1595.52,1410.82,552.98,48.17,519.8,8.4818,208
8,81,-0.0005,644.11,1594.82,1408.59,552.73,48.5,519.93,8.4489,207
8,82,-0.0002,644.17,1592.68,1407.08,552.84,48.5,519.72,8.4486,206
8,83,-0.0002,644.24,1593.16,1410.65,553.11,48.42,517.54,8.4817,205
8,84,-0.0002,643.51,1591.73,1408.22,552.48,48.29,519.94,8.4887,204
8,85,0.0003,643.99,1594.39,1403.06,552.76,48.83,518.09,8.4883,203
8,86,-0.0,643.8,1597.98,1405.01,553.44,48.12,518.22,8.4542,202
8,87,0.0002,644.2,1593.4,1409.61,552.67,48.3,520.61,8.4356,201
8,88,-0.0003,643.35,1597.52,1405.68,552.6,48.53,520.7,8.5307,200
8,89,-0.0002,644.54,1591.98,1407.8,552.66,48.68,519.77,8.5205,199
8,90,0.0005,643.89,1593.21,1410.73,552.56,48.43,518.38,8.4626,198
8,91,-0.0004,644.32,1593.23,1405.91,552.38,48.55,519.66,8.4652,197
8,92,-0.0,645.13,1593.04,1413.44,552.46,48.65,518.38,8.4382,196
8,93,0.0006,644.03,1591.66,1406.45,552.43,48.64,519.66,8.4656,195
8,94,-0.0005,644.38,1594.18,1404.28,552.81,48.9,518.54,8.4635,194
8,95,0.0004,644.74,1596.14,1403.85,552.42,48.42,518.09,8.5224,193
8,96,-0.0005,645.17,1592.16,1405.26,552.52,48.47,518.72,8.4141,192
8,97,-0.0006,644.31,1597.56,1406.3,552.89,48.57,518.77,8.4075,191
8,98,-0.0002,645.04,1593.96,1405.19,553.34,48.85,519.41,8.5491,190
8,99,0.0006,643.46,1593.82,1404.97,552.76,48.41,519.04,8.3989,189
8,100,-0.0001,644.87,1598.11,1405.18,552.36,47.98,518.59,8.5407,188
8,101,-0.0,644.32,1592.8,1409.23,552.02,48.59,520.36,8.5044,187
8,102,0.0004,645.33,1592.97,1408.17,552.76,48.62,517.96,8.3795,186
8,103,-0.0006,644.85,1596.66,1407.04,552.57,48.46,518.64,8.5344,185
8,104,-0.0001,644.14,1599.9,1409.99,552.61,48.52,518.52,8.5609,184
8,105,-0.0003,644.49,1595.35,1409.92,552.18,48.85,518.18,8.5281,183
8,106,-0.0006,645.29,1594.6,1408.29,553.01,48.37,518.92,8.5279,182
8,107,0.0002,645.05,1596.34,1407.91,552.6,48.76,520.08,8.4322,181
8,108,0.0001,644.03,1593.59,1412.58,551.92,48.27,518.17,8.5191,180
8,109,-0.0006,645.64,1597.1,1407.29,552.23,48.83,518.61,8.5017,179
8,110,-0.0002,645.59,1595.8,1407.27,552.79,48.39,518.38,8.5199,178
8,111,-0.0006,644.68,1596.05,1413.42,552.49,48.35,518.33,8.4498,177
8,112,0.0004,644.35,1595.28,1405.88,552.59,48.61,520.26,8.5746,176
8,113,0.0003,644.88,1599.02,1409.47,552.8,48.77,519.46,8.5733,175
8,114,0.0005,644.42,1599.04,1413.93,552.31,48.58,519.11,8.5475,174
8,115,0.0001,644.91,1596.73,1405.53,552.12,48.8,518.54,8.5747,173
8,116,0.0005,644.81,1595.38,1403.42,552.29,48.82,518.78,8.5994,172
8,117,0.0005,644.94,1595.93,1414.29,552.77,48.87,519.17,8.495,171
8,118,0.0006,646.03,1595.2,1411.32,552.68,48.9,518.51,8.4919,170
8,119,0.0005,645.08,1597.68,1410.2,552.44,48.8,517.65,8.5486,169
8,120,0.0002,645.06,1597.85,1404.78,551.65,49.02,518.84,8.5607,168
8,121,0.0002,644.64,1596.68,1412.26,552.09,48.7,517.13,8.5924,167
8,122,-0.0,645.51,1596.58,1408.49,552.63,48.46,517.67,8.4913,166
8,123,0.0007,645.1,1594.05,1409.76,552.42,48.34,517.71,8.5374,165
8,124,0.0006,645.34,1594.64,1413.64,551.77,48.69,517.52,8.4793,164
8,125,0.0,645.15,1592.92,1409.67,552.14,48.6,518.42,8.5602,163
8,126,0.0004,645.61,1599.04,1405.99,552.03,49.14,517.9,8.4,162
8,127,-0.0001,645.25,1591.72,1409.66,552.32,48.87,517.84,8.5628,161
8,128,0.0006,644.73,1594.23,1406.68,552.46,48.77,517.58,8.4975,160
8,129,0.0002,646.0,1598.91,1412.11,552.07,49.0,517.58,8.4998,159
8,130,-0.0001,645.96,1595.08,1413.22,552.37,48.94,518.66,8.5169,158
8,131,0.0007,646.39,1593.79,1410.65,552.39,48.61,517.79,8.5707,157
8,132,-0.0002,644.85,1598.97,1407.93,551.97,49.14,516.87,8.5148,156
8,133,0.0001,645.13,1599.64,1410.86,552.28,49.09,518.93,8.5466,155
8,134,0.0002,645.49,1596.14,1414.89,552.2,49.16,518.19,8.5122,154
8,135,-0.0006,645.28,1600.28,1412.04,552.32,48.56,516.98,8.6279,153
8,136,0.0002,645.73,1597.28,1409.88,551.61,49.06,518.63,8.5243,152
8,137,-0.0004,645.98,1599.89,1411.82,551.78,48.83,516.87,8.6132,151
8,138,-0.0005,645.43,1595.2,1404.96,552.31,49.1,516.55,8.5684,150
8,139,-0.0005,645.23,1595.83,1408.79,552.01,48.82,519.07,8.5563,149
8,140,-0.0006,645.49,1595.38,1408.03,552.24,48.6,517.01,8.6374,148
8,141,0.0002,645.86,1595.27,1410.48,551.61,49.02,519.55,8.507,147
8,142,0.0004,646.33,1599.52,1409.22,551.61,48.94,516.84,8.5768,146
8,143,-0.0006,646.36,1592.9,1408.08,552.25,48.93,517.21,8.5789,145
8,144,0.0006,646.04,1595.92,1407.19,552.01,49.0,517.53,8.6631,144
8,145,0.0,645.37,1596.93,1415.96,551.57,48.7,517.53,8.6307,143
8,146,-0.0004,645.45,1598.29,1413.06,551.51,48.85,518.36,8.5325,142
8,147,0.0001,645.36,1599.52,1412.88,551.12,49.0,515.6,8.517,141
8,148,0.0006,645.58,1598.71,1413.4,551.13,48.88,519.87,8.6081,140
8,149,0.0,646.3,1598.33,1412.78,551.5,48.84,517.78,8.5993,139
8,150,0.0006,646.07,1596.34,1411.06,551.41,48.87,517.21,8.5352,138
8,151,0.0006,645.76,1595.27,1407.36,551.87,49.24,518.37,8.654,137
8,152,0.0006,646.2,1599.99,1414.83,552.12,49.06,517.99,8.6531,136
8,153,0.0,645.76,1596.18,1412.77,551.4,49.04,515.77,8.6554,135
8,154,-0.0002,646.26,1600.44,1411.41,551.75,49.31,515.84,8.6154,134
8,155,0.0006,646.12,1597.62,1411.7,551.83,49.25,517.43,8.6164,133
8,156,-0.0006,646.98,1599.55,1409.91,551.25,48.76,518.64,8.5451,132
8,157,0.0006,646.02,1599.43,1414.08,551.34,49.55,516.91,8.6664,131
8,158,-0.0005,645.85,1598.81,1409.63,551.04,49.07,515.91,8.6065,130
8,159,0.0002,645.64,1596.87,1409.73,551.48,49.54,516.15,8.598,129
8,160,0.0004,645.77,1598.66,1415.23,551.44,48.95,517.38,8.533,128
8,161,0.0,645.96,1597.65,1415.31,551.83,49.12,518.85,8.697,127
8,162,-0.0003,646.99,1601.91,1412.84,551.7,48.73,519.26,8.5745,126
8,163,0.0004,645.88,1600.22,1411.55,551.54,48.93,517.38,8.7146,125
8,164,0.0005,645.86,1601.2,1410.12,551.97,49.44,517.72,8.6982,124
8,165,-0.0006,647.52,1600.61,1405.29,551.77,49.17,518.52,8.5671,123
8,166,-0.0001,646.08,1595.96,1411.5,551.32,49.32,517.0,8.6416,122
8,167,-0.0004,646.31,1598.57,1408.05,551.37,49.23,516.78,8.5373,121
8,168,-0.0002,646.54,1602.14,1415.35,551.17,49.7,516.96,8.676,120
8,169,-0.0001,645.94,1600.75,1411.74,551.43,49.47,514.71,8.6074,119
8,170,0.0007,646.65,1596.7,1413.76,551.47,49.37,518.15,8.6026,118
8,171,-0.0005,646.13,1599.27,1414.0,551.61,49.5,515.72,8.6201,117
8,172,-0.0002,646.81,1597.31,1414.03,551.12,49.18,518.77,8.6003,116
8,173,-0.0003,646.23,1597.39,1413.64,551.51,49.4,517.45,8.58,115
8,174,0.0002,646.28,1599.95,1411.29,551.16,49.52,516.28,8.638,114
8,175,-0.0006,646.76,1596.96,1409.06,551.04,49.31,515.42,8.6822,113
8,176,0.0002,646.53,1599.59,1412.99,551.53,49.0,518.42,8.6538,112
8,177,-0.0,647.42,1598.48,1415.11,551.44,49.05,515.74,8.7311,111
8,178,-0.0,646.66,1598.4,1412.21,551.43,49.5,517.71,8.6533,110
8,179,0.0002,645.89,1601.62,1412.81,551.33,49.39,516.63,8.7033,109
8,180,-0.0002,646.8,1601.64,1413.24,550.74,49.43,515.86,8.5737,108
8,181,0.0006,646.43,1600.5,1415.15,551.54,49.43,517.18,8.708,107
8,182,0.0006,647.22,1594.34,1413.57,550.89,49.6,516.46,8.6395,106
8,183,0.0007,646.15,1599.51,1414.33,551.02,49.47,517.36,8.713,105
8,184,-0.0006,646.58,1600.15,1406.9,551.02,49.75,516.99,8.6498,104
8,185,-0.0,647.95,1601.39,1412.58,550.79,49.23,515.76,8.709,103
8,186,0.0005,647.59,1597.32,1413.15,550.98,49.62,515.97,8.6428,102
8,187,0.0005,647.27,1600.04,1419.01,551.08,49.38,517.67,8.6473,101
8,188,0.0005,647.38,1599.85,1416.66,551.1,49.08,516.08,8.6384,100
8,189,0.0,647.44,1601.93,1409.96,550.76,49.35,514.62,8.6735,99
8,190,-0.0005,646.74,1600.96,1411.59,550.79,49.8,517.34,8.5588,98
8,191,0.0005,646.74,1600.74,1417.61,551.42,49.26,516.66,8.7097,97
8,192,0.0004,647.38,1602.82,1417.24,550.77,49.6,515.66,8.6805,96
8,193,-0.0,647.42,1600.77,1414.97,550.73,49.56,518.28,8.5876,95
8,194,0.0004,647.31,1597.89,1416.09,551.09,49.75,516.32,8.568,94
8,195,-0.0003,646.39,1600.75,1417.65,550.97,49.34,516.03,8.6422,93
8,196,-0.0005,647.1,1599.45,1416.98,550.92,49.72,517.75,8.705,92
8,197,0.0005,647.56,1601.58,1415.17,550.41,49.58,516.3,8.7155,91
8,198,0.0006,647.27,1599.06,1414.85,551.22,49.71,516.51,8.6957,90
8,199,0.0007,647.98,1595.72,1411.67,550.74,49.63,514.48,8.6414,89
8,200,0.0001,647.0,1601.29,1416.65,550.69,49.53,515.23,8.6418,88
8,201,0.0005,647.54,1603.67,1410.86,551.16,49.47,515.17,8.7368,87
8,202,0.0003,647.25,1596.43,1424.05,550.81,49.78,514.81,8.7225,86
8,203,-0.0005,648.39,1595.89,1413.64,551.08,49.58,515.69,8.6738,85
8,204,-0.0001,647.75,1601.53,1409.79,550.84,50.08,514.66,8.6719,84
8,205,-0.0002,648.49,1600.33,1418.94,550.8,49.64,516.16,8.6546,83
8,206,-0.0006,647.17,1597.88,1414.78,551.3,49.63,515.61,8.7173,82
8,207,-0.0,647.49,1598.57,1417.11,551.01,49.81,517.81,8.6535,81
8,208,-0.0006,647.91,1600.28,1415.91,550.74,49.66,515.68,8.684,80
8,209,0.0007,648.97,1598.4,1417.71,550.68,49.82,515.43,8.7449,79
8,210,0.0005,647.17,1601.37,1411.87,550.87,49.42,515.51,8.615,78
8,211,0.0,649.09,1602.31,1411.94,550.41,49.94,516.12,8.7306,77
8,212,0.0003,647.82,1601.22,1414.41,550.41,49.93,517.08,8.6459,76
8,213,-0.0002,647.66,1603.17,1415.67,550.46,49.4,515.28,8.7536,75
8,214,-0.0004,647.6,1603.96,1418.24,550.99,49.86,516.66,8.6591,74
8,215,-0.0007,647.69,1600.03,1411.17,550.69,49.89,515.5,8.7221,73
8,216,0.0002,648.07,1598.45,1415.88,550.83,49.68,516.21,8.649,72
8,217,0.0003,647.02,1602.53,1416.02,550.29,49.62,517.33,8.8732,71
8,218,-0.0005,647.67,1598.43,1410.66,550.32,49.78,515.6,8.6754,70
8,219,-0.0005,648.0,1601.55,1417.93,550.37,49.74,515.21,8.6389,69
8,220,-0.0005,647.83,1598.68,1414.62,549.92,50.14,514.61,8.7833,68
8,221,-0.0004,647.98,1599.6,1416.78,550.57,49.81,515.13,8.7216,67
8,222,-0.0004,647.19,1602.31,1419.26,550.99,49.84,514.73,8.6226,66
8,223,-0.0001,648.54,1599.48,1412.06,550.49,50.26,516.23,8.5969,65
8,224,-0.0002,647.76,1597.05,1413.71,550.3,50.04,515.63,8.7281,64
8,225,0.0006,648.66,1602.08,1416.11,550.15,49.65,514.09,8.7876,63
8,226,0.0002,648.56,1598.44,1418.1,550.99,49.78,515.13,8.7449,62
8,227,-0.0005,647.96,1601.61,1418.81,550.24,49.9,514.45,8.6639,61
8,228,-0.0004,647.98,1600.6,1414.46,551.03,49.64,515.47,8.7475,60
8,229,-0.0007,648.5,1600.33,1415.98,550.59,50.02,515.08,8.7362,59
8,230,-0.0001,647.97,1599.39,1414.57,550.38,49.94,517.05,8.6944,58
8,231,0.0006,648.62,1603.0,1418.33,549.96,49.94,516.43,8.7722,57
8,232,0.0007,647.4,1602.41,1415.13,550.04,49.63,515.38,8.8002,56
8,233,0.0006,648.09,1601.75,1417.55,550.54,50.16,515.24,8.6434,55
8,234,-0.0005,648.15,1603.67,1413.68,550.41,49.74,514.65,8.5465,54
8,235,-0.0005,649.39,1600.34,1420.96,550.11,49.71,516.8,8.7535,53
8,236,-0.0,647.81,1602.15,1423.6,550.45,49.95,515.61,8.7117,52
8,237,-0.0003,649.05,1599.72,1416.69,550.53,49.86,514.82,8.6845,51
8,238,0.0007,648.29,1601.58,1420.72,550.44,50.0,515.05,8.6823,50
8,239,0.0006,647.37,1600.99,1417.43,549.74,49.61,515.11,8.7586,49
8,240,0.0002,648.97,1603.72,1413.4,550.39,50.05,515.6,8.7633,48
8,241,0.0006,648.74,1602.24,1413.74,549.64,50.15,515.44,8.7714,47
8,242,0.0003,648.72,1605.64,1414.75,550.01,50.03,515.82,8.7511,46
8,243,-0.0004,649.21,1600.11,1412.85,550.14,50.03,514.81,8.7658,45
8,244,-0.0007,648.61,1601.8,1416.94,550.0,50.18,515.08,8.8584,44
8,245,0.0001,648.71,1604.88,1417.45,550.45,50.13,514.25,8.7755,43
8,246,0.0002,648.84,1599.86,1417.16,549.87,50.1,515.16,8.7731,42
8,247,-0.0002,648.82,1603.47,1419.84,549.76,50.3,515.25,8.7449,41
8,248,-0.0006,648.35,1604.71,1421.47,549.78,50.11,516.61,8.7733,40
8,249,-0.0003,649.45,1603.85,1422.55,550.36,50.09,514.6,8.8045,39
8,250,0.0,648.11,1598.35,1418.49,550.09,50.13,513.76,8.7897,38
8,251,-0.0002,649.15,1605.6,1415.61,550.84,50.08,515.64,8.7941,37
8,252,-0.0003,648.59,1601.29,1411.67,550.02,49.97,514.76,8.6445,36
8,253,0.0,648.93,1599.55,1416.38,550.12,50.15,515.68,8.7666,35
8,254,-0.0005,647.33,1602.03,1418.17,549.89,50.41,513.48,8.7319,34
8,255,-0.0001,647.95,1602.37,1422.78,549.94,50.33,513.4,8.7789,33
8,256,-0.0004,648.73,1600.03,1418.5,550.15,50.01,513.74,8.8422,32
8,257,-0.0001,648.25,1605.51,1412.4,549.84,50.12,514.26,8.735,31
8,258,0.0004,649.37,1606.16,1417.15,550.1,50.11,515.42,8.6913,30
8,259,-0.0006,648.19,1600.62,1415.2,549.75,50.34,514.8,8.7285,29
8,260,0.0007,648.66,1601.37,1413.82,549.87,50.06,515.4,8.701,28
8,261,0.0005,648.8,1602.98,1421.14,549.53,50.28,516.39,8.726,27
8,262,-0.0002,649.18,1603.61,1413.71,549.92,50.43,515.53,8.8103,26
8,263,0.0006,648.56,1601.8,1424.0,550.19,50.05,515.0,8.8517,25
8,264,-0.0003,649.2,1605.01,1417.03,549.97,50.39,513.98,8.7812,24
8,265,-0.0,648.86,1601.83,1421.89,549.48,50.26,514.75,8.7201,23
8,266,-0.0001,649.36,1604.49,1418.78,549.75,50.21,515.29,8.7834,22
8,267,0.0003,649.62,1603.79,1418.65,549.36,49.98,513.69,8.7349,21
8,268,0.0005,649.96,1602.02,1419.72,549.47,50.35,514.2,8.7795,20
8,269,0.0004,649.89,1604.25,1415.26,549.63,50.15,514.93,8.7425,19
8,270,-0.0,649.37,1607.07,1420.01,549.56,50.59,514.6,8.7586,18
8,271,-0.0005,649.58,1603.4,1417.94,549.69,50.29,515.79,8.7672,17
8,272,0.0003,650.29,1604.71,1418.74,549.89,50.47,515.74,8.792,16
8,273,0.0003,649.32,1604.67,1416.07,549.9,50.18,514.7,8.8295,15
8,274,0.0,649.87,1602.76,1417.86,549.34,50.43,513.05,8.8519,14
8,275,-0.0001,650.12,1598.86,1420.34,549.2,50.41,513.76,8.7485,13
8,276,-0.0004,649.7,1603.52,1415.13,550.43,50.4,514.11,8.7463,12
8,277,-0.0003,649.64,1608.02,1419.3,549.62,50.03,513.44,8.8973,11
